cost,total_square,live_square,rooms_num,floor,rep_type,total_floors,metro,m_distance,adr,date_time,builder,desc,house_type,page_num,dist_cent,build_age,district,lat,lon
3 120 000,80 м²,,2,6 из 9,без отделки,,,,"пр-т Доватора, д. 57А",6 августа 10:55 2020,ООО Специализированный Застройщик «СТК-59+» ранее (ООО «СТК-59+»),ПРОДАЮ ШИКАРНУЮ ПРОСТРНУЮДВУХКОМНАТНУЮ КВАРТИРУВ ЭЛИТНОМ ДОМЕПО ПР. ДОВАТОРАРАЙОН СКОРОЙ ПОМОЩИДОМ СДАНХОРОШАЯ ПЛАНИРОВКАВЫСОКИЕ ПОТОЛКИЗАКРЫТЫЙ ДВОРПОДЗЕМНЫЙ И НАЗЕМНЫЙ ПАРКИНГОХРАНАРАЙОН С РАЗВИТОЙ ИНФРАСТРУКТУРОЙВСЕ РЯДОМ!,кирпичный,5,,,р-н Затеречный,43.02857,44.65132
1 650 000,68 м²,40 м²,2,1 из 10,черновая,,,,"ул. Владикавказская, ул. Владикавказская",5 августа 11:36 2020,ООО «РемСтройМастер»,"Продаётся 2к квартира , район «Викалина ». Долгострой ! Нет благоустройства двора. Дом сдан; право собственности не завершенного строительства. Отличная планировка , раздельный сан.узел. Можно под коммерцию. Хороший район с развитой инфраструктурой.Только наличка",кирпичный,5,,,р-н Северо-Западный,43.0551,44.62823
3 800 000,90 м²,85 м²,2,5 из 5,чистовая,,,,"Республика Северная Осетия — Алания, Владикавказ, Весенняя ул., 39Г",4 августа 10:32 2020,,Продаётся 2х ком. Квартира. ДВУХУРОВНЕВАЯ.🏠 Весенняя 39 г🏠 Без лифта 🏠 Двухуровневая🏠 Свободная планировка 🏠 5+6 этаж🏠 Большой двор🏠 90 м2 ( площадь в двух уровнях) 🏠 С мебелью 📌 Военная ипотека не подходит 💵 3.800.000,кирпичный,5,,,р-н Северо-Западный,43.047413,44.616604
1 800 000,56 м²,,2,1 из 2,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Ленина",6 августа 22:06 2020,,"Квартира в общем дворе в центре города!!!!С отличным косметическим ремонтом,своя территория (отдельно от общего двора)сарай,место для пристройки,кладовая, все удобства, подробно по телефону Вита Организую быстрый показ, Документы подготовлены к продаже Возможен обмен",кирпичный,5,,,р-н Иристонский,43.029546,44.682571
1 900 000,44 м²,,2,3 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, пр-т Коста, 272",5 августа 18:21 2020,,"Продаётся 2х комнатная уютная, светлая квартира в одном  из лучших районов Владикавказа( район ресторана Дарьяд). Комнаты смежные. Косметический ремон. Остеклённый балкон. Имеется подвал. Школа и детский сад рядом, набережная вблизи. Торг",кирпичный,5,,,р-н Северо-Западный,43.04875300000001,44.656445
1 900 000,70 м²,,студия,7 из 7,без отделки,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Ахмада Кадырова, 7",5 августа 12:08 2020,,"СРОЧНАЯ ПРОДАЖА!Квартира (студия) свободной планировки с прекрасным видом на горы.Площадь по документам - 46 кв.м, по факту - 50 кв.м. Есть возможность сделать второй уровень площадью около 25 кв.м. (мансардный этаж).Вырез в плите перекрытия под лестницу уже сделан! Кирпич и блоки для возведения перегородок имеются!Дом сдан в эксплуатацию, имеется лифт, двор огорожен и заасфальтирован.Напротив заканчивается строительство новой школы!Очень удобный район:📍 новая школа;📍 новый детский сад;📍 супермаркет «СТЭЙТОН»;📍 рынок «ПЕРВОМАЙСКИЙ»;📍 олимпийский парк;📍 аптеки, фитнес-центры, парикмахерские, частные школы и детские сады.",кирпичный,5,,,р-н Затеречный,43.018493,44.65032100000001
1 750 000,37 м²,,1,6 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Астана Кесаева, 2",5 августа 19:50 2020,,Продаётся квартира с ремонтом и мебелью в район ТЦ столица,панельный,5,,,р-н Северо-Западный,43.052219,44.638481
2 680 000,66 м²,,3,9 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова",6 августа 10:14 2020,,Продаётся трёхкомнатная квартира на девятом этаже девятиэтажного кирпичного дома. АГВ . Площадь 66 м2. Часть мебели остаётся. 2.680.000 рублей .,кирпичный,5,,,р-н Северо-Западный,43.051369,44.628647
1 260 000,28 м²,15 м²,1,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гадиева, 58к6",3 августа 19:41 2020,,"Чистая уютная квартира с косметическим ремонтом, в хорошем районе, балкон присоединен, крыша не течёт,паркет, пластиковые окна, санузел совмещение, в шаговой доступности остановки общественного транспорта, интернет проведён, отличный вид нагору Столовую. напротив супермаркета Держава угол Доватора и Гадиева.",кирпичный,5,,,р-н Затеречный,43.013701,44.66108300000001
2 280 000,44 м²,,2,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Ватутина, 17Д",2 августа 10:11 2020,,"Срочная продажа. Собственник!Продаю 2 к.кв. на 2 этаже 5 эт.кирпичного дома  по ул.Ватутина. Дом находиться в центре, но в тихом месте. Рядом Университет, стадион, Рынок, Префектура, все в шаговой доступности.В квартире пластиковые окна, металлическая входная дверь, ремонт. Зайди и живи.Двор тихий, соседи хорошие.Есть возможность сделать пристройку при желании.Квартира светлая, чистая и уютная.Я собственник.Просьба агентам без надобности не звонить.",кирпичный,5,,,р-н Иристонский,43.02313400000001,44.690521
3 200 000,61 м²,43 м²,2,3 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Владикавказская ул., 73",1 августа 12:47 2020,,"Срочно продаю по выгодной цене 2-х комнатную квартиру 61м2, 3этаж 5-этажного дома, просторная квартира, удобная планировка с большой кухней и раздельными комнатами, капитальный ремонт, АГВ, интернет, спутниковая ТВ, лоджия с зала, балкон с кухни, торг уместен",кирпичный,5,,,р-н Северо-Западный,43.057364,44.618305
2 200 000,53 м²,,2,8 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, Московская ул., 28",4 августа 00:43 2020,,"Продаю чистую, светлую 2-х комнатную квартиру (53 кв.м.) на 8 этаже 9-этажного панельного дома. Комнаты раздельные, из зала выход на балкон. Косметический ремонт. В комнатах и коридоре ламинат, в кухне линолеум, окна деревянные, недавно меняли все трубы. Требуется замена кафеля в сан.узлах, ванны и окон на балконе. Стоит двойная железная дверь с сейфовым механизмом. На лестничной площадке имеется кладовка. В 5-ти мин. ходьбы школа, два дет.сада,зеленый двор, в шаговой доступности р-к ""Алан"", ТЦ ""Столица"", ""Забава"".  Рядом остановки почти всех маршрутных такси, трамвайная остановка.",панельный,5,,,р-н Северо-Западный,43.049874,44.639029
5 900 000,234 м²,117 м²,4,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Серафимовича, 8",5 августа 11:54 2020,,"Двух уровневная кваритра ( 4-5 этажи). Общей площадью 234,9. Жилой площадью  117,4. Имеются терассы (4). Сами терассы с видом на реку Терек. ЛИФТА НЕТ‼️",кирпичный,5,,,р-н Затеречный,43.014877,44.67894
2 900 000,88 м²,60 м²,3,3 из 4,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Николаева, 19",2 августа 14:25 2020,,"Продаю большую светлую квартиру. Эксклюзивный вариант. Такая квартира в этом районе и даже в этом доме одна из 4-х. Огромный зал, большая кухня. Закрытый зелёный двор. Два болкона. Кирпичный дом. Вся инфраструктура в шаговой доступности. Магазины, остановки в любом направлении, детские сады, школы, Аптеки есть круглосуточный. Подходит под любой вид оплаты:ипотека, мат. Капитал, военный сертификат.",кирпичный,5,,,р-н Промышленный,43.05827,44.666733
2 400 000,67.3 м²,,2,3 из 6,черновая,,,,"ул. Владикавказская, д. 46В",4 августа 11:27 2020,ООО «РемСтройМастер»,Срочная продажа! Хорошая планировка. Сан.узел раздельный. Дом сдан. С лифтом. Наземная парковка. В шаговой доступности рынок Викалина. Отделение Сбербанка. Рассмотрю любую форму оплаты.,кирпичный,5,,,р-н Северо-Западный,43.0551,44.62823
2 950 000,70 м²,65 м²,3,7 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Морских Пехотинцев, 13",4 августа 00:54 2020,,"❕Срочно.🤝Собственник.Квартира с хорошим ремонтом👍 во всех комнатах. Ванна , сан. узел в кафеле.🏙️Отличная, развитая инфраструктура.(В шаговой доступности🕙 :гипермаркет Магнит, клиника ⚕️""Здоровье"", 7-ая поликлиника,⚕️ 👩‍🎓детский сад ""Интеллект"", 42 ая школа👩‍🎓 , ""Площадь фонтанов*⛲, кинотеатр ""Терек""📽️👌Дружелюбные, спокойные соседи👨‍👧‍👧👨‍👦👩‍👦‍👦🎁Остаётся вся мебель и техника (за исключением плазмы и микроволновки)Возможные виды оплаты:💰 ИПОТЕКА от Сбербанка;💳наличный расчет.💵",панельный,5,,,р-н Северо-Западный,43.039168563161,44.634888293124
3 600 000,106 м²,,4,5 из 5,чистовая,,,,"ул. Весенняя, д. 50А",3 августа 09:37 2020,ООО Специализированный застройщик «АРХСТРОЙ-ОСЕТИЯ» (ранее ООО «АРХСТРОЙ-ОСЕТИЯ»),"Продаётся квартира с капитальным ремонтом под ключ . Очень уютная и просторная квартира. На нижнем этаже-зал,кухня,прихожая, ванная и санузел,лестница на мансардный этаж. На мансардном этаже-3 большие спальни и санузел. Срочная продажа. Собственник.",кирпичный,5,,,р-н Северо-Западный,43.05144,44.61781
4 900 000,115 м²,110 м²,3,7 из 9,чистовая,,,,"ул. Первомайская, д. 19, корп. 2",2 августа 18:25 2020,ООО «Вита»,"родаётся 3х ком🏠 Ул. Первомайская 19🏠 Ж.К. Ильинка🏠 110 м2 🏠 7/9 этаж🏠 Подземный паркинг , не входит в стоимость🏠 Закрытый двор🏠 4.900.000",кирпичный,5,,,р-н Затеречный,43.02144000000001,44.66224
3 550 000,66 м²,66 м²,3,5 из 7,,,,,"Республика Северная Осетия — Алания, Владикавказ, Владикавказская ул., 69",1 августа 14:56 2020,,"Продается 3х комнатная квартира 66 кв.м.Продается со всем содержимым.Индивидуальное отопление,теплый пол,кондиционерРазумный торг",кирпичный,5,,,р-н Северо-Западный,43.057064,44.619682
1 200 000,34 м²,18 м²,1,4 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Васо Абаева, 87/7",6 августа 22:07 2020,,"Территориально дом расположен напротив Сахалинского рынка (район Красногвардейского моста). На фотографии курсором указано месторасположение квартиры в доме. В квартире заменены трубы холодного и горячего водоснабжения, канализация, установлены узлы учёта, а также установлен новый санузел. В остальном требуется полный ремонт, включая замену окон. Небольшой торг уместен.",кирпичный,5,,,р-н Иристонский,43.00157,44.686766
2 900 000,67 м²,52 м²,2,3 из 6,,,,,"Республика Северная Осетия — Алания, Владикавказ, пр-т Героев Отечества, 3",3 августа 20:04 2020,,"Дом находится рядом с ТБ Чиба. Удобная транспортная развязка. Вся необходимая инфраструктура в шаговой доступности. Свежий ремонт под ключ. Индивидуальное отопление, газ, вода по счётчикам. Вся мебель при желании остаётся, так же частично техника. Солнечная сторона. Современная удобная планировка. В квартире есть всё необходимое для комфортного проживания. Встроенная мебель, мягкая мебель , шкафы купе, компьютерный стол, спутниковое тв, кондиционер и многое другое. Тёплые полы на кухне и в ванной. Дом оборудован лифтом. При желании скинем видеообзор квартиры. Рассматриваем так же обмен на однокомнатную квартиру с вашей доплатой. Торг",кирпичный,5,,,р-н Северо-Западный,43.056087,44.63216
2 000 000,50 м²,,1,1 из 6,без отделки,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Шамиля Джикаева",6 августа 16:03 2020,,"Продам квартиру в НОВОСТРОЙКЕ , Затеречного района  Дом СДАН , частично заселён  Без отделочных работ , пластиковые окна , все коммуникации , ж/входная дверь  В подарок вам подвал 7 кв метров  Благоустроенный двор , удобное расположение",кирпичный,5,,,р-н Затеречный,43.027846,44.647464
1 250 000,48 м²,,своб. планировка,7 из 8,без отделки,,,,"ул. Куйбышева, д. 77",6 августа 13:34 2020,ООО «Азимут-М»,"Дом с лифтом , Срок сдачи 4 квартал 2020г , в данный момент накрывают крышу . ДОМ С ЛИФТОМ . На сегодняшний  день  это одно из самых выгодных предложений на рынке первичного жилья . Приходите на просмотр  , звоните Ларисе .",кирпичный,5,,,р-н Иристонский,43.03422,44.70158
4 100 000,81 м²,45 м²,3,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гадиева, 58А",6 августа 12:17 2020,,"Арт. 31404983 Продаётся 3 комнатная квартира, по ул. Гадиева. Общая площадь 81 кв.м. Квартира расположена на 1 этаже 5 этажного кирпичного дома.  Совмещенный санузел.  Планировка изолированная.  В квартире сделан ремонт.  Есть пристройка и большой балкон. Под балконом находится гараж.  Фотографии сделаны нашими сотрудниками,соответствуют действительности. Ответственный - Юля. арт.31404983",кирпичный,5,,,р-н Затеречный,43.013108,44.661254
1 680 000,48 м²,,1,2 из 7,,,,,"ул. Куйбышева, д. 77",6 августа 18:35 2020,,"Успейте купить квартиру в нашем доме!😍Строительство ведёт Наша компания Мой Дом по адресу : Куйбышева,77Напротив Медицинской академии за 18-й школой.Дом 8-и этажный с мансардой.По плану строительство должно завершиться в конце 2021 года.Со 2-го по 7-й этажи один  кВ метр =33000руб если 100% предоплата.Если в рассрочку то 34-39 тыс.руб за кВ метр.При взносе до 500тыс.руб цена =37000руб.1 и 8 этажи —- двух уровневые квартиры кв метр =45000руб.ИПОТЕКИ НЕТ!!!Материнский капитал идёт в зачёт!!!РАССРОЧКА БЕЗ ПЕРЕПЛАТЫ ОТ 2-х до 3-х лет!!! Инга рада вас проинформировать более подробно!))",кирпичный,5,,,р-н Иристонский,43.03422,44.70158
2 350 000,55 м²,41 м²,2,3 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, Владикавказская ул., 55",3 августа 11:49 2020,,Продам ДВУХКОМНАТНУЮ в р-не рынка ВИКАЛИНА...планировка РАЗДЕЛЬНАЯ...хороший РЕМОНТ...оставим и МЕБЕЛЬ и ТЕХНИКУ...,кирпичный,5,,,р-н Северо-Западный,43.053127,44.625069
3 150 000,65.1 м²,47 м²,3,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Куйбышева, 124к4",6 августа 20:36 2020,,"Чистая, уютная квартира в хорошем районе г. Владикавказа, частично мебелирована, с металлопрофилем на крыше дома над всей площадью квартиры, во всей квартире отреставрирован и восстановлен паркет.В квартире установлены:2 сплит системы;Нагреватель воды(электрический), на случай отключения централизованной подачи горячей воды;Кухня, мебель (исключение диван и кресло) и бытовая техника (на фото) остаётся, новым счастливым обладателям квартиры.Виктор.Звонить в любое время.",монолитный,5,,,р-н Иристонский,43.030116,44.710139
3 000 000,82 м²,,3,3 из 4,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Николаева, 19",6 августа 16:34 2020,,"Продам трехкомнатную квартиру с косметическим ремонтом(Сталинка) Окна пластиковый, полы паркет, трубы пропиленовые Высота потолков 3.2 метра Вся мебель остается Имеется подвал Закрытый двор Звоните! Шорена!",кирпичный,5,,,р-н Промышленный,43.058267,44.666724
8 700 000,160 м²,,4,3 из 9,чистовая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гастелло",6 августа 12:45 2020,,"Замечательная 4 комнатная квартира по ул. Гастелло\ Гадиева на 3 этаже 9 этажного кирпичного дома. Общая площадь 160 кв.м Цена 8 700 000 О КВАРТИРЕ: Окна выходят в благоустроенный внутренний двор. Закрытая территория, ворота на пульте управления. Функциональная планировка квартиры порадует даже самых избирательных покупателей. Продумана система освещения. При продаже оставляем мебель в кухне. Квартира ждёт своих счастливых обладателей. Рядом функционирует дет сад, школа, продуктовые магазины, сфера услуг и многое другое. Активная транспортная развязка. Удобный для жизни комплекс. Ответственная Ирина К Арт 41624318",кирпичный,5,,,р-н Затеречный,43.017531,44.667164
3 750 000,100 м²,,3,9 из 11,,,,,"Республика Северная Осетия — Алания, Владикавказ, Весенняя ул., 19",5 августа 08:48 2020,,Шикарная квартира!!!Дом сдан Лифт Ремонт Зайди и живи,кирпичный,5,,,р-н Северо-Западный,43.041981,44.627612
4 000 000,117.3 м²,,4,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Бритаева, 25-27",6 августа 18:31 2020,,"3-х комнатная квартира с пристройкой,один подвал с лоджии, второй с пристройки большой под коммерцию можно или гараж.",кирпичный,5,,,р-н Затеречный,43.039457,44.653357
1 880 000,58 м²,,2,5 из 6,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Зураба Магкаева, 83к7",6 августа 10:35 2020,,Продается квартира в сданном доме! Новая проводка и готовый подвал. Рассмотрим все виды оплаты! Звоните! Ацамаз.,кирпичный,5,,,р-н Иристонский,43.036189,44.70448
1 350 000,44.6 м²,,2,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Московская ул.",5 августа 15:45 2020,,"Продаю двухстороннюю квартиру без ремонта,комнаты смежные.",панельный,5,,,р-н Северо-Западный,43.04727800000001,44.640826
6 000 000,170 м²,,4,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Покровский пер.",6 августа 15:57 2020,,"Отдельный вход , можно использовать  под жилье и комерцию, два сан узла , 4 комнаты , две лоджии , оборудованные под кабинеты  и большой холл, так же есть кладовка большая  . Центр города , рядом 27 школа , Район сельхоз института .",кирпичный,5,,,р-н Промышленный,43.035629,44.674809
3 600 000,84 м²,,3,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Шамиля Джикаева, 2А",6 августа 15:03 2020,,"Квартира свободной планировки. Пластиковые окна, железная дверь.",кирпичный,5,,,р-н Затеречный,43.027401,44.648521
1 530 000,45 м²,,1,1 из 6,без отделки,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова",5 августа 10:52 2020,,"Продам квартиру в НОВОСТРОЙКЕ , дом с ЛИФТОМ  Без отделочных работ  Пластиковые окна  Высокий цоколь  Удобное расположение",кирпичный,5,,,р-н Северо-Западный,43.051363,44.628645
2 150 000,48 м²,,2,3 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, пр-т Коста",6 августа 11:07 2020,,2х кв на 3 м этаже хороший косметический ремонт напротив ресторана дорьял продажа за наличку и остальное можно ипотекой,панельный,5,,,р-н Затеречный,43.02202,44.672671
1 750 000,51 м²,,1,4 из 6,без отделки,,,,"мкр. Новый город, д. 12",6 августа 18:56 2020,ООО «Луч»,"Продаю квартиру в новостройке. Установлены окна, входная дверь, проводка до квартиры. Дом сдан.",кирпичный,5,,,р-н Северо-Западный,43.06114,44.62867
3 200 000,76 м²,,3,9 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, Пушкинская ул., 2к4",6 августа 15:15 2020,,"продаю квартиру с нормальным ремонтом! в шаговой доступности сош29, лицей искусств, центральное МВД , прокуратура, следственный комитет.  также имеется возможность оборудовать спец этаж под жилое помещение! во всех комнатах и кухне хороший паркет и железная хорошая дверь. обмен только в этом же районе на 2вух комнатную с доплатой! только в этом же районе!!!",панельный,5,,,р-н Иристонский,43.018922,44.701444
1 500 000,80 м²,35 м²,1,5 из 5,без отделки,,,,"Республика Северная Осетия — Алания, Владикавказ, пр-т Героев Отечества",5 августа 08:34 2020,,Срочная продажа!!!Квартира с мансардой!!!35+50 кв.м Дом сданЗаселен Выход на мансарду есть,кирпичный,5,,,р-н Северо-Западный,43.056706,44.631582
5 600 000,90 м²,90 м²,3,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Шамиля Джикаева",6 августа 10:57 2020,,ПРОДАЖА СРОЧНАЯ....!!,кирпичный,5,,,р-н Затеречный,43.027846,44.647464
6 500 000,100 м²,,3,3 из 7,,,,,"Республика Северная Осетия — Алания, Владикавказ, Московское ш., 3В",6 августа 10:32 2020,,"Продаю 3-х комнатную квартиру на 3 этаже нового монолитно кирпичного дома повышенной сейсмо устойчивости общей площадью 98,3 м 2. Квартира приобреталась в подарок дочери. Ремонт делался с любовью. Использовались качественные, дорогостоящие импортные материалы. В квартире никто никогда не проживал. Два сан.узла. Собственное отопление. Панорамные окна (во двор и на улицу). Мраморные подоконники. Кухня стоимостью 1 000 000. Качественная дорогая техника и сантехника. Приходите. Смотрите сами. Фото не передают все достоинства и красоту квартиры. Двор закрытый. Ворота и вход во двор-на пульте. В районе развитая инфраструктура. Первомайский рынок, отделение сбербанка, супермаркет Стейтон, школы, детские сады. Просмотр по предварительной договоренности.",монолитный,5,,,р-н Затеречный,43.019012580946,44.649569981476
6 200 000,122 м²,88 м²,4,2 из 5,чистовая,,,,"Республика Северная Осетия — Алания, Владикавказ, Весенняя ул., 1к1",6 августа 11:17 2020,,"Продаётся квартира в начале ул. Весенней, капитальный ремонт, 4 комнаты, на втором этаже.",кирпичный,5,,,р-н Северо-Западный,43.033535077292996,44.636707180654
8 100 000,110 м²,,4,2 из 3,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Павленко",6 августа 08:57 2020,,"В продаже 4х комнатная квартира в новом кирпичном доме из 6 квартир по ул Павленко.110м2, раздельные комнаты, балкон. Качественный ремонт. в стоимость входит дорогая кухня из массива, встроенные шкафы-купе.Индивидуальная система отопления с тёплыми полами.Закрытый двор, место для парковки автомобиля.",кирпичный,5,,,р-н Иристонский,43.01806450795,44.694856352223
6 000 000,110 м²,,2,2 из 5,чистовая,,,,"ул. Гагкаева, д. 7А, корп. 1",6 августа 12:17 2020,ООО «СОЦСТРОЙ»,КВАРТИРА С КАПИТАЛЬНЫМ ЕВРОРЕМОНТОМ.,кирпичный,5,,,р-н Северо-Западный,43.05003,44.61966
2 980 000,82 м²,,2,1 из 4,без отделки,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Зураба Магкаева, 12",6 августа 14:39 2020,,"квартира в новостройке с отлельным выходом, комуникации подведенны, можно использовать под комерцию, все виды оплат",кирпичный,6,,,р-н Иристонский,43.037907,44.706203
3 100 000,75 м²,,3,9 из 10,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Астана Кесаева, 41к3",6 августа 10:26 2020,,"Продаётся трёхкомнатная квартира на девятом этаже панельного десятиэтажного дома! Чистая , уютная , с хорошим ремонтом ухоженная квартира! Частично мебель останется! По  ул А.Кесаева 41.  Торг!",панельный,6,,,р-н Северо-Западный,43.038425,44.622784
1 400 000,43.7 м²,,2,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Кесаева",4 августа 15:41 2020,,"Продаётся 2 комнатная квартира по ул. К. Кесаева на 5 этаже 5 этажного кирпичного дома. Общая площадь 43.7 кв.м Цена 1 400 000 Несмотря на старый косметический ремонт, квартира очень аккуратная. Дом качественной постройки. Крыша не течёт. Под домом есть подвал. Окна вод двор и на улицу. Есть балкон. Хорошие , дружные соседи. Чистый закрытый подъезд. Рядом набережная, школа, дет сад. Созданы места для отдыха. Тихий зелёный район. .................................................... Обращайтесь , и мы обсудим все вопросы. Арт 41213665 Ответственная Юля С.",кирпичный,6,,,р-н Затеречный,43.044043,44.660247
2 200 000,69 м²,,3,4 из 4,,,,,"Республика Северная Осетия — Алания, Владикавказ",5 августа 08:28 2020,,Срочно !!!Продаю 3х комнатную квартиру в пос .спутник 70 кв.м. Все вопросы по телефону .,панельный,6,,,,43.04032516,44.71904373
3 472 000,63.2 м²,63.2 м²,2,4 из 10,без отделки,,,,"ул. Шмулевича, корп. 2",6 августа 13:31 2020,ООО «АСК-12+» (ранее ООО «Старт»),"« ПУШКИНСКИЙ ПАРК»🏠 Жилой комплекс - Премиум класса🏠 Ул. Шмулевича ( район Манежа)🏠 6 корпусов🏠 10 этажей 🏠 Последний этаж , из двухуровневых квартир , с террасами🔸 Также в продаже 1,2,3,4,5,7 комнатные квартиры.🏠 Площади квартир: от 39,7 м2 - до 278,95 м2.✅ Действует рассрочка , без процентная 👌🏻до конца строительства 📍 25 % первоначальный взнос 🏦 Ипотека от сбербанка📍Сдача домов:🔹Корпус № 1 - 3 й квартал 20 года🔹Корпус № 2 - 1 й квартал 21 года🔹Корпус № 3 - 3 й кварта 21 годах🔹Корпус № 4 - 1 й квартал 22 года🔹Корпус № 5 - 3 й квартал 22 года🔹Корпус № 6 - 3 й квартал 23 года",кирпичный,6,,,р-н Иристонский,43.02221,44.70219
3 600 000,54.6 м²,,2,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова, 20к1",07 Август 08:19 2020,,"Продаю квартиру в новостройке, один хозяин, ремонт делали под себя, хороший ремонт, теплые полы, можно задействовать мансарду. Оставляю встроенную кухню, шкаф купе, стенку и диван. Все в отличном состоянии. Продаю вместе с подвалом и навесом под машину (и в подъезде шкаф).Ширина навеса 5м, помещается 2 машины смело. Хорошие соседи. Дом заселен на 90%. Цена 3 600 000 руб. Оплата любая. Небольшой торг.",кирпичный,6,,,р-н Северо-Западный,43.054119,44.629185
11 000 000,240 м²,,4,6 из 8,чистовая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гастелло, 65",4 августа 14:52 2020,,"Продаётся 4-х комнатная квартира по улице Гастелло на 6-м этаже 8-этажного элитного дома. Площадь 240 кв. Закрытый охраняемый двор с консьержем. Благоустроенный двор. Домофон. Окна в три стороны. Прекрасный вид на город и горы.3 санузла, отдельно душевая, гардеробная.Мебель и техника частично остаются. Вся техника фирмы “Smeg” (варочная панель, духовка, микроволновка, посудомоечная машина). Мебель изготовлена в Осетии (Gutichet, Classmebel).Во всех комнатах кондиционеры.Экологически чистый район. Хорошая транспортная развязка.Также в стоимость входит капитальный гараж.Возможен обмен с вашей доплатой, ипотека, а также материнский капитал. Торг.",кирпичный,6,,,р-н Затеречный,43.015527,44.666679
1 600 000,67 м²,,3,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, микрорайон Южный, ул. Защитников Осетии",6 августа 02:02 2020,,"Срочная продажа.Квартира без ремонта, но чистая.",кирпичный,6,,,р-н Иристонский,42.983159,44.686415
1 680 000,47 м²,,1,2 из 7,без отделки,,,,"ул. Куйбышева, д. 77",6 августа 12:17 2020,ООО «Азимут-М»,"Строительная Компания"" МОЙ ДОМ"" предлагает квартиры в новом строящемся  квартале по ул.Магкаева/Куйбышева.Поспешите забронировать квартиру в нашем доме!!!Рассматриваем рассрочку на 3года от застройщика,без справки о доходах!!!Без % и переплат!!!!Обмен на вторичное жилье,Авто!!!Дом с лифтом.Закрытый двор.Развитая инфраструктура, транспорт школы дет сады торговые точкиОтдел продаж Виктория",кирпичный,6,,,р-н Иристонский,43.03422,44.70158
1 600 000,80 м²,,2,5 из 6,без отделки,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Астана Кесаева, 44Б",4 августа 14:42 2020,,Продам двухуровневую квартиру без отделочных работ Проведена проводка Установлены счетчики на свет и на газ Имеется отдельный вход на мансарду Звоните! Эльза!,кирпичный,6,,,р-н Северо-Западный,43.040505,44.622374
